"","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_total_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood","district","property_type","room_type","accommodates","bedrooms","price","minimum_nights","maximum_nights","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable"
"8636",2014-11-04,"within a day",1,1,"TRUE",3,"TRUE","TRUE","Harlem","Manhattan","Entire townhouse","Entire place",16,7,350,30,90,100,10,9,10,10,10,10,"TRUE"
"8637",2019-09-16,"within a few hours",1,1,"FALSE",0,"TRUE","FALSE","Bedford-Stuyvesant","Brooklyn","Entire townhouse","Entire place",7,3,180,30,1124,93,10,10,10,10,9,10,"TRUE"
"8638",2020-02-06,"within an hour",1,1,"FALSE",0,"TRUE","FALSE","Hell's Kitchen","Manhattan","Entire condominium","Entire place",8,3,450,30,90,83,8,9,9,8,10,9,"FALSE"
"8639",2015-04-15,"within a day",1,1,"FALSE",0,"TRUE","TRUE","Bedford-Stuyvesant","Brooklyn","Entire townhouse","Entire place",3,4,444,7,28,100,10,10,10,10,10,10,"FALSE"
"8640",2020-09-12,"within an hour",1,1,"FALSE",0,"TRUE","FALSE","Rosedale","Queens","Entire guest suite","Entire place",6,3,195,5,7,100,10,10,10,10,10,10,"TRUE"
"8641",2015-08-03,"within an hour",1,1,"FALSE",4,"TRUE","TRUE","Upper West Side","Manhattan","Private room in apartment","Private room",1,4,46,5,60,100,10,8,10,10,10,10,"FALSE"
"8642",2016-05-29,"within an hour",1,1,"FALSE",5,"TRUE","TRUE","Crown Heights","Brooklyn","Entire townhouse","Entire place",12,2,199,31,60,77,8,7,10,9,8,7,"TRUE"
"8643",2016-09-08,"within a few hours",1,1,"TRUE",13,"TRUE","TRUE","East Flatbush","Brooklyn","Private room in house","Private room",1,2,80,7,30,60,6,6,6,6,5,5,"TRUE"
"8644",2012-05-01,"within an hour",1,1,"TRUE",3,"TRUE","TRUE","Harlem","Manhattan","Private room in apartment","Private room",5,2,250,4,29,97,10,10,10,10,9,9,"FALSE"
"8645",2012-09-10,"within an hour",1,1,"TRUE",3,"TRUE","TRUE","Crown Heights","Brooklyn","Entire townhouse","Entire place",5,2,165,30,90,96,10,10,10,10,10,10,"FALSE"
"8646",2012-10-07,"within a few hours",1,1,"FALSE",0,"TRUE","TRUE","East Village","Manhattan","Entire townhouse","Entire place",6,2,475,30,365,96,10,10,10,10,10,9,"FALSE"
"8647",2012-10-07,"within a few hours",1,1,"FALSE",0,"TRUE","TRUE","East Village","Manhattan","Entire townhouse","Entire place",6,2,500,30,365,99,10,10,10,10,10,9,"FALSE"
"8648",2012-09-10,"within an hour",1,1,"TRUE",3,"TRUE","TRUE","Crown Heights","Brooklyn","Entire townhouse","Entire place",5,2,165,30,180,96,10,10,10,10,9,10,"FALSE"
"8649",2016-02-05,"within an hour",1,1,"TRUE",45,"TRUE","TRUE","Midtown","Manhattan","Room in serviced apartment","Hotel room",6,2,275,3,7,96,10,10,9,10,10,9,"TRUE"
"8650",2013-11-28,"within an hour",1,1,"TRUE",4,"TRUE","TRUE","Harlem","Manhattan","Entire townhouse","Entire place",2,2,102,28,90,94,10,10,10,10,9,9,"TRUE"
"8651",2015-04-13,"within a few hours",1,1,"FALSE",3,"TRUE","TRUE","Bedford-Stuyvesant","Brooklyn","Private room in apartment","Private room",4,2,121,3,5,100,10,10,10,10,10,10,"FALSE"
"8652",2016-03-05,"within an hour",1,1,"TRUE",6,"TRUE","TRUE","East Flatbush","Brooklyn","Entire guest suite","Entire place",4,2,114,30,30,98,10,10,10,10,9,10,"TRUE"
"8653",2016-01-17,"within an hour",1,1,"TRUE",3,"TRUE","TRUE","Flatbush","Brooklyn","Private room in guest suite","Private room",4,2,118,7,21,100,10,10,10,10,10,10,"FALSE"
"8654",2012-09-10,"within an hour",1,1,"TRUE",3,"TRUE","TRUE","Crown Heights","Brooklyn","Entire townhouse","Entire place",5,2,170,30,90,97,10,10,10,10,10,10,"FALSE"
"8655",2016-02-05,"within an hour",1,1,"FALSE",0,"TRUE","TRUE","Upper West Side","Manhattan","Private room in apartment","Private room",1,2,65,3,14,94,10,9,10,10,9,9,"TRUE"
"8656",2014-08-17,"within a day",1,1,"FALSE",2,"TRUE","FALSE","Jamaica","Queens","Private room in house","Private room",4,2,75,4,60,93,9,10,9,10,9,9,"TRUE"
"8657",2012-08-24,"within a day",1,1,"TRUE",3,"TRUE","TRUE","Williamsburg","Brooklyn","Entire loft","Entire place",5,2,197,30,270,100,10,10,10,10,10,10,"TRUE"
"8658",2017-08-27,"within a few hours",1,1,"TRUE",2,"TRUE","TRUE","Bedford-Stuyvesant","Brooklyn","Entire guest suite","Entire place",5,2,137,7,28,100,10,10,10,10,9,10,"TRUE"
"8659",2019-05-01,"within an hour",1,1,"FALSE",3,"TRUE","TRUE","Jamaica","Queens","Private room in house","Private room",4,2,113,30,120,97,9,10,10,10,9,10,"TRUE"
"8660",2014-06-12,"within an hour",1,1,"FALSE",2,"TRUE","FALSE","Bushwick","Brooklyn","Entire loft","Entire place",4,2,79,5,120,100,10,9,10,10,10,10,"TRUE"
"8661",2019-10-11,"within a day",1,1,"TRUE",0,"TRUE","FALSE","City Island","Bronx","Entire cottage","Entire place",4,2,98,5,28,96,10,9,10,10,10,10,"FALSE"
"8662",2011-06-25,"within a few hours",1,1,"FALSE",2,"TRUE","TRUE","Tribeca","Manhattan","Entire loft","Entire place",6,2,195,30,120,100,10,10,10,10,10,10,"FALSE"
"8663",2014-11-04,"within a day",1,1,"TRUE",3,"TRUE","TRUE","Harlem","Manhattan","Private room in townhouse","Private room",4,2,80,30,90,100,10,10,10,10,10,8,"FALSE"
"8664",2017-08-19,"within a day",1,1,"FALSE",4,"TRUE","TRUE","East Flatbush","Brooklyn","Private room in house","Private room",1,2,65,30,180,100,10,10,10,10,8,10,"FALSE"
"8665",2018-11-16,"within an hour",1,1,"FALSE",0,"TRUE","TRUE","Bushwick","Brooklyn","Entire townhouse","Entire place",4,2,135,3,27,100,10,10,10,10,10,10,"FALSE"
"8666",2015-08-03,"within an hour",1,1,"FALSE",4,"TRUE","TRUE","Upper West Side","Manhattan","Private room in apartment","Private room",1,2,57,5,90,90,9,10,9,10,10,9,"FALSE"
"8667",2012-07-15,"within a few hours",1,1,"FALSE",0,"TRUE","TRUE","Clinton Hill","Brooklyn","Entire condominium","Entire place",4,2,170,30,365,100,10,10,10,10,10,10,"FALSE"
"8668",2012-07-18,"within a few hours",1,1,"FALSE",2,"TRUE","FALSE","Sunset Park","Brooklyn","Entire condominium","Entire place",4,2,150,30,35,100,10,10,10,10,10,10,"TRUE"
"8669",2014-03-10,"within an hour",1,1,"TRUE",2,"TRUE","TRUE","Lower East Side","Manhattan","Entire condominium","Entire place",4,2,156,30,180,100,10,10,10,10,10,10,"TRUE"
"8670",2019-04-09,"within a few hours",1,1,"FALSE",2,"TRUE","TRUE","Canarsie","Brooklyn","Entire condominium","Entire place",4,2,150,14,365,100,10,10,10,10,10,10,"TRUE"
"8671",2012-05-08,"within an hour",1,1,"TRUE",2,"TRUE","FALSE","Lower East Side","Manhattan","Entire condominium","Entire place",6,2,300,30,365,100,10,8,10,10,8,8,"TRUE"
"8672",2012-05-08,"within an hour",1,1,"TRUE",2,"TRUE","FALSE","Lower East Side","Manhattan","Entire condominium","Entire place",6,2,310,30,365,100,10,10,10,10,10,10,"TRUE"
"8673",2012-05-08,"within an hour",1,1,"TRUE",2,"TRUE","FALSE","Lower East Side","Manhattan","Entire condominium","Entire place",6,2,310,30,365,100,10,10,10,10,10,9,"TRUE"
"8674",2020-07-18,"within a day",1,1,"FALSE",0,"TRUE","TRUE","East Harlem","Manhattan","Entire condominium","Entire place",6,2,200,30,330,100,10,10,10,10,10,10,"TRUE"
"8675",2013-09-23,"within an hour",1,1,"FALSE",0,"TRUE","TRUE","Williamsburg","Brooklyn","Entire condominium","Entire place",4,2,185,30,91,100,10,9,10,10,10,9,"FALSE"
"8676",2015-09-27,"within an hour",1,1,"FALSE",0,"TRUE","TRUE","Lower East Side","Manhattan","Entire condominium","Entire place",3,2,100,3,60,100,8,10,10,8,8,8,"TRUE"
"8677",2012-04-23,"within a few hours",1,1,"TRUE",2,"TRUE","TRUE","Bedford-Stuyvesant","Brooklyn","Entire house","Entire place",4,2,179,30,30,94,10,9,10,10,9,9,"FALSE"
"8678",2013-10-03,"within a few hours",1,1,"FALSE",3,"TRUE","TRUE","Crown Heights","Brooklyn","Entire house","Entire place",3,2,110,30,180,96,10,10,10,10,10,10,"FALSE"
"8679",2013-10-03,"within a few hours",1,1,"FALSE",3,"TRUE","TRUE","Crown Heights","Brooklyn","Entire house","Entire place",3,3,185,30,365,94,9,10,10,10,9,9,"FALSE"
"8680",2014-11-04,"within a day",1,1,"TRUE",3,"TRUE","TRUE","Harlem","Manhattan","Entire house","Entire place",11,2,120,30,90,97,10,10,10,10,10,9,"TRUE"
"8681",2013-11-28,"within an hour",1,1,"TRUE",4,"TRUE","TRUE","Harlem","Manhattan","Entire house","Entire place",8,4,193,28,360,97,10,10,10,10,10,10,"FALSE"
"8682",2012-05-10,"within an hour",1,1,"FALSE",2,"TRUE","TRUE","Williamsburg","Brooklyn","Entire house","Entire place",8,3,339,30,365,92,10,9,10,10,10,9,"FALSE"
"8683",2016-04-20,"within a few hours",1,1,"FALSE",0,"TRUE","TRUE","Long Island City","Queens","Entire house","Entire place",4,3,125,31,120,100,10,10,10,10,10,10,"FALSE"
"8684",2019-04-17,"within a day",1,1,"TRUE",3,"TRUE","TRUE","Jamaica","Queens","Entire house","Entire place",4,3,350,3,7,99,10,10,10,10,10,10,"FALSE"
"8685",2016-08-06,"within a day",1,1,"TRUE",2,"TRUE","FALSE","Boerum Hill","Brooklyn","Entire house","Entire place",10,5,850,5,42,100,10,10,10,10,10,10,"FALSE"
"8686",2017-04-23,"within an hour",1,1,"FALSE",0,"TRUE","FALSE","Allerton","Bronx","Entire house","Entire place",4,2,145,30,90,100,10,10,10,10,10,10,"TRUE"
"8687",2013-12-26,"within a day",1,1,"FALSE",0,"TRUE","TRUE","Flatlands","Brooklyn","Entire house","Entire place",5,2,225,3,180,100,10,10,10,10,10,10,"FALSE"
"8688",2020-10-21,"within an hour",1,1,"FALSE",3,"TRUE","FALSE","Fresh Meadows","Queens","Entire house","Entire place",6,3,349,3,365,100,10,10,10,10,10,10,"FALSE"
"8689",2020-11-18,"within an hour",1,1,"FALSE",0,"TRUE","FALSE","Greenpoint","Brooklyn","Entire house","Entire place",10,5,180,3,35,97,9,9,9,9,8,9,"TRUE"
"8690",2019-05-31,"within an hour",1,1,"TRUE",3,"TRUE","TRUE","Harlem","Manhattan","Entire townhouse","Entire place",4,2,95,1,90,96,10,10,9,9,10,10,"FALSE"
"8691",2019-12-17,"within an hour",1,1,"TRUE",0,"TRUE","TRUE","East Elmhurst","Queens","Entire house","Entire place",3,2,53,1,7,99,10,10,10,10,10,10,"FALSE"
"8692",2020-09-09,"within an hour",1,1,"TRUE",0,"TRUE","TRUE","Williamsbridge","Bronx","Entire house","Entire place",5,2,115,1,200,99,10,10,10,10,10,10,"TRUE"
"8693",2020-11-07,"within an hour",1,1,"FALSE",0,"TRUE","TRUE","Rego Park","Queens","Entire house","Entire place",13,4,368,1,60,93,10,9,10,9,9,9,"FALSE"
"8694",2020-11-30,"within an hour",1,1,"TRUE",0,"TRUE","TRUE","Murray Hill","Manhattan","Private room in townhouse","Private room",2,2,279,1,28,100,10,10,10,10,10,10,"FALSE"
"8695",2020-11-30,"within an hour",1,1,"TRUE",0,"TRUE","TRUE","Murray Hill","Manhattan","Private room in townhouse","Private room",2,2,207,1,28,100,10,10,10,10,10,10,"TRUE"
"8696",2015-12-23,"within an hour",1,1,"FALSE",2,"TRUE","TRUE","Hell's Kitchen","Manhattan","Entire condominium","Entire place",4,2,846,1,90,100,10,10,10,10,10,10,"FALSE"
"8697",2015-02-12,"within an hour",1,1,"FALSE",0,"TRUE","TRUE","Rego Park","Queens","Entire house","Entire place",13,3,368,1,30,100,10,10,10,10,10,10,"FALSE"
"8698",2010-12-01,"within a few hours",1,0.78,"TRUE",3,"TRUE","TRUE","Greenpoint","Brooklyn","Entire house","Entire place",4,2,285,3,90,96,10,9,10,10,10,9,"FALSE"
"8699",2012-09-24,"within a day",1,0.2,"FALSE",3,"TRUE","TRUE","East Village","Manhattan","Entire condominium","Entire place",2,2,220,30,365,96,9,10,9,9,10,10,"FALSE"
"8700",2011-05-03,"within a few hours",1,0.87,"TRUE",4,"TRUE","TRUE","Bay Ridge","Brooklyn","Entire house","Entire place",5,3,135,30,360,96,10,9,10,10,9,10,"FALSE"
"8701",2011-10-16,"within a day",1,0.33,"TRUE",2,"TRUE","TRUE","Prospect Heights","Brooklyn","Entire condominium","Entire place",4,2,275,30,31,98,10,10,10,10,10,9,"FALSE"
"8702",2014-11-01,"within a day",1,0.65,"FALSE",2,"TRUE","TRUE","Bedford-Stuyvesant","Brooklyn","Entire house","Entire place",8,4,570,3,100,98,10,10,10,10,10,10,"FALSE"
"8703",2016-10-01,"within a few hours",1,0,"FALSE",2,"TRUE","TRUE","Williamsburg","Brooklyn","Private room in apartment","Private room",4,2,250,2,30,92,9,8,10,9,10,9,"FALSE"
"8704",2009-05-12,"within a few hours",1,0.94,"FALSE",3,"TRUE","TRUE","East Village","Manhattan","Entire loft","Entire place",5,2,335,30,90,85,9,8,9,9,10,9,"FALSE"
"8705",2014-09-15,"within a day",1,0.33,"TRUE",3,"TRUE","TRUE","Williamsburg","Brooklyn","Entire condominium","Entire place",4,2,354,30,180,98,10,10,10,10,10,10,"FALSE"
"8706",2014-02-01,"within a day",1,0.4,"TRUE",3,"TRUE","TRUE","Williamsburg","Brooklyn","Entire condominium","Entire place",8,2,1000,1,3,100,10,8,10,10,10,8,"FALSE"
"8707",2015-05-04,"within a few hours",1,0.99,"TRUE",2,"TRUE","FALSE","Jamaica","Queens","Entire house","Entire place",6,3,186,3,25,98,10,10,10,10,10,10,"FALSE"
"8708",2018-05-16,"within a day",1,0.75,"TRUE",2,"TRUE","FALSE","Little Italy","Manhattan","Entire loft","Entire place",12,4,713,30,60,97,10,10,10,10,10,9,"FALSE"
"8709",2015-07-23,"within a few hours",1,0.89,"FALSE",2,"TRUE","TRUE","Bay Ridge","Brooklyn","Entire guesthouse","Entire place",6,2,107,2,60,98,10,10,10,10,10,10,"FALSE"
"8710",2012-08-13,"within a few hours",1,0.13,"FALSE",6,"TRUE","TRUE","SoHo","Manhattan","Entire condominium","Entire place",4,2,1100,3,30,95,10,10,10,10,10,10,"FALSE"
"8711",2017-11-14,"within a few hours",1,0.96,"FALSE",4,"TRUE","TRUE","NoHo","Manhattan","Entire loft","Entire place",8,4,657,2,42,100,10,9,10,10,10,10,"FALSE"
"8712",2013-03-18,"within a day",1,0.29,"FALSE",0,"TRUE","TRUE","Red Hook","Brooklyn","Entire loft","Entire place",4,2,150,30,60,100,10,10,10,10,10,10,"FALSE"
"8713",2019-06-09,"within a few hours",1,0.89,"TRUE",16,"TRUE","TRUE","Claremont Village","Bronx","Private room in apartment","Private room",1,4,65,30,365,100,10,10,10,10,10,10,"FALSE"
"8714",2013-01-27,"within a few hours",1,0.42,"TRUE",0,"TRUE","FALSE","Clinton Hill","Brooklyn","Entire house","Entire place",7,4,225,4,30,100,10,10,10,10,10,10,"FALSE"
"8715",2019-10-06,"within a day",1,0.69,"FALSE",0,"TRUE","FALSE","Clifton","Staten Island","Private room in house","Private room",4,2,80,30,90,98,10,10,10,10,10,10,"FALSE"
"8716",2016-11-29,"within a few hours",1,0.5,"FALSE",2,"TRUE","FALSE","Bushwick","Brooklyn","Private room in house","Private room",2,2,53,4,10,100,10,10,10,10,8,10,"FALSE"
"8717",2019-12-03,"within a few hours",1,0.96,"FALSE",2,"TRUE","TRUE","Fordham","Bronx","Private room in apartment","Private room",4,3,285,1,29,93,9,10,10,10,10,9,"TRUE"
"8718",2020-01-12,"within a few hours",1,0.94,"TRUE",0,"TRUE","TRUE","Jamaica","Queens","Entire house","Entire place",4,2,150,3,7,98,10,10,10,10,10,9,"FALSE"
"8719",2020-01-05,"within a few hours",1,0.91,"TRUE",0,"TRUE","FALSE","East Flatbush","Brooklyn","Entire house","Entire place",6,2,189,2,28,99,10,10,10,10,10,10,"FALSE"
"8720",2016-03-24,"within a few hours",1,0.75,"FALSE",0,"TRUE","FALSE","Park Slope","Brooklyn","Entire townhouse","Entire place",7,3,560,7,85,100,10,10,10,10,10,8,"FALSE"
"8721",2016-12-17,"within an hour",1,0.8,"TRUE",2,"TRUE","FALSE","Bedford-Stuyvesant","Brooklyn","Private room in house","Private room",4,2,83,2,365,97,10,10,10,10,10,10,"TRUE"
"8722",2010-02-25,"within an hour",1,0.98,"TRUE",4,"TRUE","TRUE","Forest Hills","Queens","Entire guest suite","Entire place",2,2,60,30,180,95,10,10,10,10,9,9,"TRUE"
"8723",2017-09-21,"within an hour",1,0.91,"TRUE",2,"TRUE","TRUE","Norwood","Bronx","Private room in apartment","Private room",1,2,45,6,60,98,10,10,10,10,10,10,"TRUE"
"8724",2017-12-02,"within an hour",1,0.99,"TRUE",4,"TRUE","TRUE","St. Albans","Queens","Private room in house","Private room",12,3,364,1,29,95,10,10,10,10,9,9,"TRUE"
"8725",2014-06-16,"within an hour",1,0.97,"FALSE",11,"TRUE","TRUE","Wakefield","Bronx","Entire house","Entire place",7,2,185,30,365,93,9,9,10,10,9,9,"TRUE"
"8726",2017-12-02,"within an hour",1,0.99,"TRUE",4,"TRUE","TRUE","St. Albans","Queens","Private room in apartment","Private room",8,3,314,1,28,98,10,10,10,10,10,10,"TRUE"
"8727",2017-12-02,"within an hour",1,0.99,"TRUE",4,"TRUE","TRUE","St. Albans","Queens","Entire house","Entire place",16,6,614,2,29,91,9,9,10,10,10,9,"TRUE"
"8728",2016-07-31,"within an hour",1,0.96,"TRUE",2,"TRUE","FALSE","Bushwick","Brooklyn","Private room in loft","Private room",2,2,93,7,30,98,10,10,10,10,10,10,"TRUE"
"8729",2019-05-04,"within an hour",1,0.96,"FALSE",5,"TRUE","TRUE","Canarsie","Brooklyn","Entire house","Entire place",10,3,285,1,28,95,10,10,10,10,10,10,"TRUE"
"8730",2019-06-20,"within an hour",1,0.93,"FALSE",18,"TRUE","TRUE","Hell's Kitchen","Manhattan","Room in boutique hotel","Private room",4,2,249,1,28,93,9,10,10,9,9,10,"TRUE"
"8731",2019-06-20,"within an hour",1,0.93,"FALSE",18,"TRUE","TRUE","Hell's Kitchen","Manhattan","Room in boutique hotel","Private room",4,2,249,1,28,70,7,9,8,8,8,6,"TRUE"
"8732",2019-11-07,"within an hour",1,0.99,"TRUE",5,"TRUE","TRUE","East New York","Brooklyn","Private room in guest suite","Private room",4,2,186,2,45,97,10,9,10,10,10,10,"TRUE"
"8733",2020-02-08,"within an hour",1,0.99,"FALSE",0,"TRUE","TRUE","Bedford-Stuyvesant","Brooklyn","Entire house","Entire place",4,2,160,2,10,94,9,10,10,10,9,9,"TRUE"
"8734",2017-06-25,"within an hour",1,0.93,"FALSE",0,"TRUE","TRUE","Rego Park","Queens","Private room in townhouse","Private room",11,3,288,30,280,88,9,9,10,10,9,8,"TRUE"
"8735",2020-10-11,"within an hour",1,0.97,"TRUE",0,"TRUE","FALSE","Crown Heights","Brooklyn","Entire house","Entire place",5,2,77,2,10,96,10,10,10,10,9,10,"TRUE"
"8736",2020-11-16,"within an hour",1,0.95,"FALSE",2,"TRUE","TRUE","East Elmhurst","Queens","Entire house","Entire place",4,2,89,3,30,100,10,10,10,10,10,10,"TRUE"
"8737",2017-12-25,"within an hour",1,0.93,"FALSE",2,"TRUE","FALSE","Bedford-Stuyvesant","Brooklyn","Private room in loft","Private room",4,2,282,1,365,94,10,8,10,10,9,9,"TRUE"
"8738",2011-03-01,"within an hour",1,0.97,"TRUE",27,"TRUE","TRUE","Greenpoint","Brooklyn","Room in boutique hotel","Private room",6,2,599,3,365,83,9,10,9,9,7,9,"FALSE"
"8739",2011-03-01,"within an hour",1,0.97,"TRUE",27,"TRUE","TRUE","Greenpoint","Brooklyn","Room in boutique hotel","Private room",6,2,599,30,365,100,10,10,10,10,8,9,"FALSE"
"8740",2011-08-23,"within an hour",1,0.94,"TRUE",4,"TRUE","TRUE","East Harlem","Manhattan","Entire condominium","Entire place",4,2,228,30,365,97,10,9,10,10,9,10,"FALSE"
"8741",2010-12-28,"within an hour",1,0.86,"TRUE",2,"TRUE","TRUE","Carroll Gardens","Brooklyn","Entire townhouse","Entire place",4,2,268,3,30,100,10,10,10,10,10,10,"FALSE"
"8742",2014-08-26,"within an hour",1,0.89,"TRUE",2,"TRUE","TRUE","Bedford-Stuyvesant","Brooklyn","Entire house","Entire place",6,2,162,2,20,95,9,9,10,10,9,9,"FALSE"
"8743",2013-02-20,"within an hour",1,0.85,"TRUE",15,"TRUE","TRUE","Upper West Side","Manhattan","Entire townhouse","Entire place",4,3,300,30,365,75,7,7,8,9,10,9,"FALSE"
"8744",2013-02-20,"within an hour",1,0.85,"TRUE",15,"TRUE","TRUE","Upper West Side","Manhattan","Entire house","Entire place",5,2,325,30,365,96,10,9,10,10,10,9,"FALSE"
"8745",2016-03-01,"within an hour",1,0.69,"FALSE",2,"TRUE","TRUE","Bushwick","Brooklyn","Entire townhouse","Entire place",6,2,128,5,29,93,10,9,10,10,9,10,"FALSE"
"8746",2016-06-16,"within an hour",1,0,"FALSE",5,"TRUE","TRUE","Borough Park","Brooklyn","Entire guest suite","Entire place",6,2,199,3,30,87,7,7,9,9,9,7,"FALSE"
"8747",2015-01-22,"within an hour",1,0,"TRUE",8,"TRUE","FALSE","Midtown","Manhattan","Entire serviced apartment","Entire place",6,2,1999,30,90,100,10,10,10,10,10,10,"FALSE"
"8748",2015-06-09,"within an hour",1,0.67,"FALSE",2,"TRUE","TRUE","Crown Heights","Brooklyn","Private room in apartment","Private room",2,3,95,14,365,83,9,8,8,9,9,8,"FALSE"
"8749",2017-06-10,"within an hour",1,0.97,"TRUE",7,"TRUE","TRUE","Bedford-Stuyvesant","Brooklyn","Entire guest suite","Entire place",8,3,180,30,360,97,10,10,10,10,9,10,"FALSE"
"8750",2015-06-09,"within an hour",1,0.67,"FALSE",2,"TRUE","TRUE","Crown Heights","Brooklyn","Entire townhouse","Entire place",2,2,95,15,365,90,8,10,10,10,8,10,"FALSE"
"8751",2017-06-30,"within an hour",1,0.83,"FALSE",2,"TRUE","FALSE","Washington Heights","Manhattan","Entire house","Entire place",8,4,240,4,30,95,10,9,10,10,9,10,"FALSE"
"8752",2013-01-31,"within an hour",1,0.72,"TRUE",5,"TRUE","TRUE","Concourse","Bronx","Entire house","Entire place",6,3,110,30,91,97,10,10,10,10,10,10,"FALSE"
"8753",2017-12-04,"within an hour",1,0.65,"FALSE",3,"TRUE","TRUE","Lower East Side","Manhattan","Entire condominium","Entire place",6,2,550,2,90,80,8,8,9,9,10,8,"FALSE"
"8754",2013-07-28,"within an hour",1,0.94,"FALSE",2,"TRUE","TRUE","Bedford-Stuyvesant","Brooklyn","Entire townhouse","Entire place",4,3,107,3,365,94,9,9,10,10,9,9,"FALSE"
"8755",2018-07-11,"within an hour",1,0.98,"TRUE",2,"TRUE","TRUE","Rockaway Beach","Queens","Entire bungalow","Entire place",6,2,159,2,14,99,10,10,10,10,10,10,"FALSE"
"8756",2018-05-22,"within an hour",1,0.88,"TRUE",3,"TRUE","TRUE","Pelham Bay","Bronx","Entire villa","Entire place",10,2,350,2,60,100,10,10,10,10,10,9,"FALSE"
"8757",2012-06-01,"within an hour",1,0.89,"TRUE",2,"TRUE","TRUE","Sunset Park","Brooklyn","Entire townhouse","Entire place",4,2,150,2,10,100,10,10,10,10,10,10,"FALSE"
"8758",2015-01-22,"within an hour",1,0,"TRUE",8,"TRUE","FALSE","Midtown","Manhattan","Entire serviced apartment","Entire place",6,2,1999,30,112,100,10,10,10,10,10,10,"FALSE"
"8759",2017-02-25,"within an hour",1,0.5,"FALSE",2,"TRUE","TRUE","Midwood","Brooklyn","Entire condominium","Entire place",6,3,200,4,30,60,8,5,9,8,8,7,"FALSE"
"8760",2019-04-26,"within an hour",1,0.83,"TRUE",3,"TRUE","TRUE","Williamsburg","Brooklyn","Private room in apartment","Private room",4,2,190,3,30,100,10,9,10,10,10,9,"FALSE"
"8761",2018-09-27,"within an hour",1,0.93,"TRUE",4,"TRUE","TRUE","Harlem","Manhattan","Entire condominium","Entire place",6,2,208,30,90,100,10,10,10,10,10,10,"FALSE"
"8762",2015-05-01,"within an hour",1,0.86,"TRUE",2,"TRUE","TRUE","Fort Greene","Brooklyn","Private room in apartment","Private room",6,2,90,1,31,94,10,10,10,10,10,9,"FALSE"
"8763",2014-01-19,"within an hour",1,0.87,"TRUE",3,"TRUE","FALSE","Tribeca","Manhattan","Entire townhouse","Entire place",6,2,721,1,28,98,10,10,10,10,10,9,"FALSE"
"8764",2019-03-02,"within an hour",1,0.99,"TRUE",5,"TRUE","FALSE","Murray Hill","Manhattan","Entire loft","Entire place",6,2,900,7,28,98,10,10,10,10,10,10,"FALSE"
"8765",2019-06-05,"within an hour",1,0.6,"TRUE",0,"TRUE","FALSE","East New York","Brooklyn","Entire house","Entire place",6,3,120,2,7,97,10,10,10,9,10,10,"FALSE"
"8766",2017-06-25,"within an hour",1,0.93,"FALSE",0,"TRUE","TRUE","Rego Park","Queens","Private room in townhouse","Private room",13,3,368,30,30,20,2,2,2,2,2,2,"FALSE"
"8767",2013-04-07,"within an hour",1,0.88,"FALSE",2,"TRUE","TRUE","Rosebank","Staten Island","Entire house","Entire place",4,3,125,3,9,100,10,10,10,10,10,10,"FALSE"
"8768",2019-12-26,"within an hour",1,0.95,"FALSE",3,"TRUE","TRUE","Claremont Village","Bronx","Private room in apartment","Private room",2,4,79,1,29,95,9,10,9,9,9,9,"FALSE"
"8769",2017-11-01,"within an hour",1,0.75,"FALSE",2,"TRUE","TRUE","Cypress Hills","Brooklyn","Entire house","Entire place",4,2,99,30,31,96,9,8,10,10,9,9,"FALSE"
"8770",2017-10-12,"within an hour",1,0.74,"TRUE",5,"TRUE","FALSE","Bedford-Stuyvesant","Brooklyn","Entire townhouse","Entire place",6,3,240,30,90,100,10,10,10,10,10,10,"FALSE"
"8771",2020-04-20,"within an hour",1,0.32,"FALSE",0,"TRUE","TRUE","East New York","Brooklyn","Entire house","Entire place",6,3,220,30,1100,100,10,9,10,10,10,10,"FALSE"
"8772",2019-11-05,"within an hour",1,0.98,"TRUE",3,"TRUE","FALSE","Hell's Kitchen","Manhattan","Entire condominium","Entire place",5,2,995,1,365,100,10,10,10,10,10,9,"FALSE"
"8773",2017-06-25,"within an hour",1,0.93,"FALSE",0,"TRUE","TRUE","Rego Park","Queens","Private room in townhouse","Private room",11,3,368,30,60,100,10,10,9,10,9,9,"FALSE"
"8774",2018-04-08,"within an hour",1,0.88,"FALSE",3,"TRUE","TRUE","Rego Park","Queens","Entire house","Entire place",13,4,368,30,30,48,7,4,6,6,7,5,"FALSE"
"8775",2019-11-05,"within an hour",1,0.98,"TRUE",3,"TRUE","FALSE","Hell's Kitchen","Manhattan","Entire condominium","Entire place",5,2,1024,1,365,94,9,10,9,10,10,10,"FALSE"
"8776",2017-04-10,"within an hour",1,0.88,"FALSE",0,"TRUE","TRUE","Jamaica","Queens","Entire guest suite","Entire place",6,2,90,1,20,100,9,10,10,10,9,9,"FALSE"
"8777",2020-10-22,"within an hour",1,0.92,"TRUE",0,"TRUE","FALSE","Whitestone","Queens","Entire house","Entire place",12,3,291,1,30,98,10,10,10,10,10,9,"FALSE"
